2009-04-26,44,184416
2009-04-27,10,139010
2009-04-28,3,7955
2009-04-29,20,37835
2009-04-30,14,34386
2009-05-01,65,322322
2009-05-02,6,30101
2009-05-03,77,312031
2009-05-04,52,217573
2009-05-05,19,207677
2009-05-06,8,69381
2009-05-07,8,45337
2009-05-08,25,107790
2009-05-09,16,66662
2009-05-10,12,89689
2009-05-11,9,18598
2009-05-12,5,12138
2009-05-13,4,5659
2009-05-14,13,51477
2009-05-15,29,181010
2009-05-16,17,35098
2009-05-17,32,83459
2009-05-18,2,14029
2009-05-19,5,12772
2009-05-20,12,15534
2009-05-21,21,49224
2009-05-22,27,87436
2009-05-23,15,62812
2009-05-24,27,171164
2009-05-25,4,26532
2009-05-26,3,17372
2009-05-27,3,9609
2009-05-28,11,18488
2009-05-30,4,2325
2009-05-31,5,18700
2009-06-01,27,29216
2009-06-02,8,9006
2009-06-03,2,6200
2009-06-04,6,20549
2009-06-05,6,26020
2009-06-06,28,41181
2009-06-07,2,7159
2009-06-08,4,44153
2009-06-09,1,1066
2009-06-10,12,50826
2009-06-11,1,1113
2009-06-12,1,736
2009-06-13,2,3251
2009-06-14,2,924
2009-06-15,1,6000
2009-06-16,3,9459
2009-06-17,3,5798
2009-06-18,9,73823
2009-06-19,1,655
2009-06-20,4,26293
2009-06-21,6,18870
2009-06-22,4,4438
2009-06-23,2,855
2009-06-24,11,95378
2009-06-25,6,74922
2009-06-26,27,49893
2009-06-28,2,3777
2009-06-29,1,752
2009-06-30,6,30002
2009-07-01,14,30004
2009-07-02,16,26879
2009-07-03,8,28768
2009-07-04,5,3843
2009-07-05,33,64266
2009-07-06,1,762
2009-07-07,1,13145
2009-07-08,5,39269
2009-07-09,3,14312
2009-07-10,8,8304
2009-07-11,31,50885
2009-07-12,46,206091
2009-07-13,8,30610
2009-07-14,28,49218
2009-07-15,19,144914
2009-07-16,16,121216
2009-07-17,6,16761
2009-07-18,10,28502
2009-07-19,24,90239
2009-07-20,8,139076
2009-07-21,20,41138
2009-07-22,11,49376
2009-07-23,18,281803
2009-07-24,18,164563
2009-07-25,12,36049
2009-07-26,6,45425
2009-07-27,5,10915
2009-07-28,8,7570
2009-07-29,2,3602
2009-07-30,3,11364
2009-07-31,3,22276
2009-08-01,5,59761
2009-08-02,5,58456
2009-08-03,3,10109
2009-08-04,20,38996
2009-08-05,16,54287
2009-08-06,3,7573
2009-08-07,26,89789
2009-08-08,37,48328
2009-08-09,47,523577
2009-08-10,8,40635
2009-08-13,2,3306
2009-08-14,1,505
2009-08-15,1,9309
2009-08-16,2,4019
2009-08-17,7,55409
2009-08-19,3,3814
2009-08-20,15,25114
2009-08-21,4,23239
2009-08-22,13,375497
2009-08-23,4,5035
2009-08-24,7,18315
2009-08-25,4,231619
2009-08-27,2,1629
2009-08-28,7,42325
2009-08-29,2,44545
2009-09-01,1,1921
2009-09-02,4,13079
2009-09-03,1,621
2009-09-04,3,11524
2009-09-05,3,17279
2009-09-06,4,24711
2009-09-07,5,29965
2009-09-09,3,24745
2009-09-10,7,22896
2009-09-12,3,58300
2009-09-13,8,36926
2009-09-14,10,69460
2009-09-15,11,75712
2009-09-16,9,34962
2009-09-18,12,122720
2009-09-19,47,69765
2009-09-20,4,18601
2009-09-21,3,77226
2009-09-22,9,22944
2009-09-23,18,194048
2009-09-24,10,27275
2009-09-25,28,65022
2009-09-26,38,94027
2009-09-27,2,2061
2009-09-28,26,176747
2009-09-29,13,24147
2009-09-30,3,2487
2009-10-01,4,6281
2009-10-02,11,13522
2009-10-03,6,5483
2009-10-04,1,5198
2009-10-05,20,51214
2009-10-06,42,100454
2009-10-07,15,53029
2009-10-08,14,13639
2009-10-09,3,24274
2009-10-10,3,66361
2009-10-11,11,22530
2009-10-12,3,22358
2009-10-13,1,1841
2009-10-14,3,1939
2009-10-16,21,42331
2009-10-17,31,44167
2009-10-18,35,102502
2009-10-19,19,85980
2009-10-20,15,30277
2009-10-21,51,111485
2009-10-22,12,50370
2009-10-23,19,115916
2009-10-24,3,5156
2009-10-25,9,51465
2009-10-26,4,64183
2009-10-27,7,65831
2009-10-28,22,13137
2009-10-29,9,16014
2009-10-30,22,32910
2009-10-31,31,36872
2009-11-01,28,98222
2009-11-02,20,13820
2009-11-03,3,25987
2009-11-04,1,11722
2009-11-05,9,1963
2009-11-06,4,7398
2009-11-07,10,6532
2009-11-08,8,20602
2009-11-09,20,123677
2009-11-10,18,128114
2009-11-11,1,111
2009-11-12,9,15106
2009-11-13,804,3103770
2009-11-14,1550,6354854
2009-11-15,2128,8003988
2009-11-16,1331,4165502
2009-11-17,1070,4064997
2009-11-18,956,3381854
2009-11-19,744,2203337
2009-11-20,493,1589707
2009-11-21,804,3645946
2009-11-22,549,2591682
2009-11-23,534,1795767
2009-11-24,507,1696706
2009-11-25,529,2274851
2009-11-26,595,2357008
2009-11-27,650,2549442
2009-11-28,630,2211731
2009-11-29,497,2208264
2009-11-30,379,1354504
2009-12-01,485,1282951
2009-12-02,327,1072519
2009-12-03,296,826798
2009-12-04,229,882427
2009-12-05,317,1135840
2009-12-06,366,1341632
2009-12-07,325,844094
2009-12-08,225,916065
2009-12-09,294,1247484
2009-12-10,299,1516337
2009-12-11,204,1618127
2009-12-12,218,1863018
2009-12-13,319,1101864
2009-12-14,230,845025
2009-12-15,364,1148230
2009-12-16,192,621805
2009-12-17,185,727820
2009-12-18,937,3535255
2009-12-19,715,2653181
2009-12-20,943,3763832
2009-12-21,1779,5702987
2009-12-22,750,1854791
2009-12-23,908,2646306
2009-12-24,1232,2266227
2009-12-25,200,452636
2009-12-26,333,2152107
2009-12-27,646,2287928
2009-12-28,691,1919452
2009-12-29,518,2635814
2009-12-30,457,1500002
2009-12-31,413,1731018
2010-01-01,705,2160487
2010-01-02,674,2164895
2010-01-03,570,1670424
2010-01-04,543,1519087
2010-01-05,632,2357306
2010-01-06,539,2212431
2010-01-07,471,1596301
2010-01-08,472,1879812
2010-01-09,591,2691848
2010-01-10,697,1925680
2010-01-11,570,1927331
2010-01-12,393,1763524
2010-01-13,274,1214951
2010-01-14,388,1443481
2010-01-15,372,1255161
2010-01-16,341,968300
2010-01-17,491,1607123
2010-01-18,536,1616870
2010-01-19,356,1144530
2010-01-20,273,914770
2010-01-21,135,644549
2010-01-22,371,1462326
2010-01-23,601,2269688
2010-01-24,381,1309477
2010-01-25,349,915088
2010-01-26,253,875476
2010-01-27,219,1040474
2010-01-28,314,1466637
2010-01-29,372,1409487
2010-01-30,494,2100510
2010-01-31,489,1692870
2010-02-01,366,1324313
2010-02-02,366,1206052
2010-02-03,249,1147581
2010-02-04,242,1099631
2010-02-05,175,519651
2010-02-06,304,1014368
2010-02-07,335,1338026
2010-02-08,152,605971
2010-02-09,208,1128946
2010-02-10,174,588769
2010-02-11,218,749601
2010-02-12,250,457961
2010-02-13,271,598216
2010-02-14,353,1170867
2010-02-15,325,1584464
2010-02-16,296,1171458
2010-02-17,189,532483
2010-02-18,186,488893
2010-02-19,233,815335
2010-02-20,437,999726
2010-02-21,223,893767
2010-02-22,252,818721
2010-02-23,216,861426
2010-02-24,207,1113621
2010-02-25,259,1074396
2010-02-26,172,587477
2010-02-27,184,510281
2010-02-28,352,1358570
2010-03-01,179,490044
2010-03-02,321,707172
2010-03-03,282,781445
2010-03-04,256,665251
2010-03-05,126,568665
2010-03-06,343,991107
2010-03-07,233,784672
2010-03-08,185,962041
2010-03-09,317,1253418
2010-03-10,328,963171
2010-03-11,292,1364617
2010-03-12,267,891195
2010-03-13,377,1265756
2010-03-14,345,1472918
2010-03-15,167,597159
2010-03-16,209,576443
2010-03-17,288,803982
2010-03-18,319,1153349
2010-03-19,399,1133588
2010-03-20,288,786335
2010-03-21,284,1193673
2010-03-22,441,1812683
2010-03-23,254,896055
2010-03-24,287,1139569
2010-03-25,196,621979
2010-03-26,186,1014947
2010-03-27,362,1030919
2010-03-28,226,581686
2010-03-29,275,774362
2010-03-30,268,691179
2010-03-31,243,619167
2010-04-01,356,1055301
2010-04-02,474,1834202
2010-04-03,343,1177419
2010-04-04,170,824212
2010-04-05,233,690690
2010-04-06,131,586355
2010-04-07,189,683347
2010-04-08,248,1156433
2010-04-09,243,820315
2010-04-10,290,931847
2010-04-11,324,1231790
2010-04-12,218,911223
2010-04-13,199,1062047
2010-04-14,183,1556696
2010-04-15,203,698432
2010-04-16,205,576477
2010-04-17,156,550736
2010-04-18,162,541725
2010-04-19,222,717182
2010-04-20,186,411082
2010-04-21,104,306041
2010-04-22,197,675951
2010-04-23,174,807306
2010-04-24,168,1167670
2010-04-25,251,934009
2010-04-26,247,694043
2010-04-27,277,1457769
2010-04-28,135,791959
2010-04-29,97,464046
2010-04-30,72,363375
2010-05-01,134,718362
2010-05-02,185,932466
2010-05-03,198,853092
2010-05-04,233,1037873
2010-05-05,206,672888
2010-05-06,148,811760
2010-05-07,117,610624
2010-05-08,131,511364
2010-05-09,150,596072
2010-05-10,162,775629
2010-05-11,123,493672
2010-05-12,79,339021
2010-05-13,139,1098703
2010-05-14,112,352382
2010-05-15,201,816766
2010-05-16,320,1099672
2010-05-17,330,1784433
2010-05-18,264,883879
2010-05-19,245,1027016
2010-05-20,262,660069
2010-05-21,142,817581
2010-05-22,226,737159
2010-05-23,232,894164
2010-05-24,195,1017359
2010-05-25,135,1063323
2010-05-26,139,1089977
2010-05-27,174,770974
2010-05-28,151,1352222
2010-05-29,162,690940
2010-05-30,197,598008
2010-05-31,325,626075
2010-06-01,251,903752
2010-06-02,181,672479
2010-06-03,176,982584
2010-06-04,114,510533
2010-06-05,252,790867
2010-06-06,232,916184
2010-06-07,250,1023871
2010-06-08,195,599373
2010-06-09,187,1121309
2010-06-10,237,535469
2010-06-11,220,1542855
2010-06-12,152,483834
2010-06-13,117,446670
2010-06-14,189,868235
2010-06-15,195,510886
2010-06-16,148,425190
2010-06-17,149,650848
2010-06-18,86,412545
2010-06-19,165,669842
2010-06-20,186,365295
2010-06-21,94,268719
2010-06-22,166,491808
2010-06-23,121,516247
2010-06-24,141,405522
2010-06-25,177,417807
2010-06-26,151,415370
2010-06-27,122,555784
2010-06-28,99,445911
2010-06-29,91,419765
2010-06-30,87,231432
2010-07-01,135,344898
2010-07-02,165,520705
2010-07-03,123,696081
2010-07-04,222,1003699
2010-07-05,105,384379
2010-07-06,192,635250
2010-07-07,183,464079
2010-07-08,219,701561
2010-07-09,174,906036
2010-07-10,120,585766
2010-07-11,186,300750
2010-07-12,193,1054927
2010-07-13,112,432110
2010-07-14,184,679595
2010-07-15,212,970897
2010-07-16,191,695676
2010-07-17,224,825780
2010-07-18,408,1365658
2010-07-19,179,652563
2010-07-20,186,682369
2010-07-21,247,975885
2010-07-22,261,841971
2010-07-23,136,988737
2010-07-24,278,700334
2010-07-25,334,914299
2010-07-26,129,424786
2010-07-27,141,511312
2010-07-28,91,405417
2010-07-29,112,606027
2010-07-30,136,409031
2010-07-31,151,377235
2010-08-01,162,382947
2010-08-02,151,660773
2010-08-03,214,730720
2010-08-04,125,541615
2010-08-05,127,637657
2010-08-06,150,724294
2010-08-07,159,953861
2010-08-08,112,733891
2010-08-09,222,1444492
2010-08-10,170,1133316
2010-08-11,159,306563
2010-08-12,195,452492
2010-08-13,155,586360
2010-08-14,135,332163
2010-08-15,196,451257
2010-08-16,135,576898
2010-08-17,147,616256
2010-08-18,120,464541
2010-08-19,207,847746
2010-08-20,102,464236
2010-08-21,97,415704
2010-08-22,174,867009
2010-08-23,218,811077
2010-08-24,127,509242
2010-08-25,143,509094
2010-08-26,92,772114
2010-08-27,142,492004
2010-08-28,268,1412381
2010-08-29,303,1090701
2010-08-30,253,1492954
2010-08-31,191,953587
2010-09-01,240,1850668
2010-09-02,156,403087
2010-09-03,264,1160337
2010-09-04,272,1462249
2010-09-05,262,1096492
2010-09-06,449,2040883
2010-09-07,363,1749264
2010-09-08,219,1479282
2010-09-09,212,1682026
2010-09-10,217,1148281
2010-09-11,236,890214
2010-09-12,226,987378
2010-09-13,1068,3444350
2010-09-14,396,1310479
2010-09-15,382,1809127
2010-09-16,304,1634809
2010-09-17,374,2080158
2010-09-18,471,2429450
2010-09-19,327,1440747
2010-09-20,338,1414501
2010-09-21,256,1546334
2010-09-22,354,1352812
2010-09-23,227,820334
2010-09-24,291,1140113
2010-09-25,280,1081104
2010-09-26,331,890751
2010-09-27,226,737814
2010-09-28,320,2623467
2010-09-29,264,944048
2010-09-30,217,1334202
2010-10-01,131,1123180
2010-10-02,282,1303174
2010-10-03,298,1727414
2010-10-04,209,671866
2010-10-05,312,1357001
2010-10-06,134,693859
2010-10-07,352,1024569
2010-10-08,236,1158657
2010-10-09,182,1186965
2010-10-10,339,1328773
2010-10-11,249,1800827
2010-10-12,244,1453692
2010-10-13,146,987628
2010-10-14,226,824673
2010-10-15,318,919409
2010-10-16,206,860886
2010-10-17,212,810473
2010-10-18,92,503219
2010-10-19,151,707087
2010-10-20,160,655666
2010-10-21,189,929855
2010-10-22,133,726842
2010-10-23,161,1198051
2010-10-24,227,997079
2010-10-25,202,1036519
2010-10-26,196,1488305
2010-10-27,186,815784
2010-10-28,189,1068265
2010-10-29,191,813524
2010-10-30,172,719775
2010-10-31,313,985669
2010-11-01,123,610532
2010-11-02,97,492023
2010-11-03,118,532515
2010-11-04,159,1423697
2010-11-05,134,970937
2010-11-06,120,528835
2010-11-07,240,812198
2010-11-08,181,1559067
2010-11-09,162,395480
2010-11-10,138,1057222
2010-11-11,96,422600
2010-11-12,104,437060
2010-11-13,74,561875
2010-11-14,174,766601
2010-11-15,208,990373
2010-11-16,145,569593
2010-11-17,168,1094144
2010-11-18,125,470821
2010-11-19,176,517932
2010-11-20,189,1046226
2010-11-21,132,501361
2010-11-22,136,568913
2010-11-23,129,476011
2010-11-24,130,620740
2010-11-25,184,633447
2010-11-26,276,893242
2010-11-27,189,712481
2010-11-28,152,717325
2010-11-29,112,958863
2010-11-30,176,427990
2010-12-01,111,295359
2010-12-02,94,267067
2010-12-03,197,600411
2010-12-04,177,574690
2010-12-05,155,838998
2010-12-06,90,304022
2010-12-07,171,741312
2010-12-08,144,597732
2010-12-09,144,1000800
2010-12-10,154,412045
2010-12-11,228,1014311
2010-12-12,157,474547
2010-12-13,117,618620
2010-12-14,114,543336
2010-12-15,158,872691
2010-12-16,169,747922
2010-12-17,254,888398
2010-12-18,240,671899
2010-12-19,405,1270777
2010-12-20,826,2521275
2010-12-21,647,2039004
2010-12-22,289,1062099
2010-12-23,363,1019557
2010-12-24,452,915546
2010-12-25,522,1053799
2010-12-26,320,584261
2010-12-27,188,953734
2010-12-28,277,724500
2010-12-29,266,911189
2010-12-30,286,958351
2010-12-31,350,1713398
2011-01-01,337,934982
2011-01-02,398,1561957
2011-01-03,405,1361222
2011-01-04,266,1261746
2011-01-05,268,1359084
2011-01-06,332,902160
2011-01-07,473,1492530
2011-01-08,388,1540299
2011-01-09,357,1266328
2011-01-10,357,1613821
2011-01-11,270,920947
2011-01-12,256,1073496
2011-01-13,337,1407496
2011-01-14,231,952194
2011-01-15,216,1113201
2011-01-16,337,1310995
2011-01-17,306,1434204
2011-01-18,250,726367
2011-01-19,203,792052
2011-01-20,215,759023
2011-01-21,272,1264672
2011-01-22,317,1645352
2011-01-23,380,1609533
2011-01-24,270,1281859
2011-01-25,246,1225837
2011-01-26,315,1229057
2011-01-27,326,1452362
2011-01-28,326,1081030
2011-01-29,465,1730178
2011-01-30,260,880283
2011-01-31,225,722599
2011-02-01,200,1029401
2011-02-02,299,1074623
2011-02-03,331,918666
2011-02-04,472,1556228
2011-02-05,271,1109053
2011-02-06,290,1031794
2011-02-07,205,1334644
2011-02-08,239,1137204
2011-02-09,289,1240414
2011-02-10,140,594431
2011-02-11,224,876090
2011-02-12,245,1227781
2011-02-13,275,1638908
2011-02-14,255,1221783
2011-02-15,245,1061167
2011-02-16,260,1390528
2011-02-17,163,1064583
2011-02-18,193,985757
2011-02-19,234,1119872
2011-02-20,335,1207991
2011-02-21,365,1232384
2011-02-22,176,641663
2011-02-23,203,1211362
2011-02-24,221,796674
2011-02-25,215,1269641
2011-02-26,190,928601
2011-02-27,264,1190671
2011-02-28,210,985604
2011-03-01,238,914566
2011-03-02,219,1319777
2011-03-03,156,732571
2011-03-04,226,763995
2011-03-05,234,922368
2011-03-06,281,1867661
2011-03-07,226,970023
2011-03-08,168,558367
2011-03-09,169,553366
2011-03-10,389,1849977
2011-03-11,202,821049
2011-03-12,274,1342197
2011-03-13,347,1210140
2011-03-14,296,871852
2011-03-15,346,1732952
2011-03-16,329,956098
2011-03-17,273,1102828
2011-03-18,314,1408391
2011-03-19,219,976146
2011-03-20,430,1306411
2011-03-21,250,1352347
2011-03-22,250,1168230
2011-03-23,172,695794
2011-03-24,171,1107934
2011-03-25,251,832652
2011-03-26,211,890719
2011-03-27,258,1319909
2011-03-28,267,1149645
2011-03-29,266,1220957
2011-03-30,237,1381035
2011-03-31,219,1481737
2011-04-01,187,992036
2011-04-02,384,1886671
2011-04-03,711,2579971
2011-04-04,504,2463596
2011-04-05,399,2269669
2011-04-06,427,1537375
2011-04-07,447,1386347
2011-04-08,469,2299695
2011-04-09,503,2931872
2011-04-10,817,3505752
2011-04-11,498,2164600
2011-04-12,387,1769090
2011-04-13,511,2340857
2011-04-14,441,1453219
2011-04-15,387,1559044
2011-04-16,656,1937221
2011-04-17,852,3928315
2011-04-18,705,2659607
2011-04-19,506,2229784
2011-04-20,374,1566898
2011-04-21,407,2482460
2011-04-22,353,1861304
2011-04-23,588,3132394
2011-04-24,527,2179556
2011-04-25,432,1689000
2011-04-26,418,1378286
2011-04-27,327,1429258
2011-04-28,300,1524800
2011-04-29,303,810683
2011-04-30,300,1095988
2011-05-01,408,1690787
2011-05-02,399,1456399
2011-05-03,344,1534193
2011-05-04,598,1300907
2011-05-05,283,1560476
2011-05-06,380,1326767
2011-05-07,579,2909016
2011-05-08,411,1889857
2011-05-09,455,2186993
2011-05-10,303,1098905
2011-05-11,494,2856589
2011-05-12,325,2244564
2011-05-13,461,2491701
2011-05-14,366,1606791
2011-05-15,429,2952888
2011-05-16,345,1685873
2011-05-17,339,1542384
2011-05-18,361,1423634
2011-05-19,420,1644628
2011-05-20,461,2092176
2011-05-21,344,1664399
2011-05-22,265,1221695
2011-05-23,224,1333558
2011-05-24,251,1383295
2011-05-25,310,1641076
2011-05-26,246,929614
2011-05-27,228,1857834
2011-05-28,288,1240003
2011-05-29,371,2732656
2011-05-30,301,1822850
2011-05-31,359,2215199
2011-06-01,394,2199817
2011-06-02,436,2240978
2011-06-03,403,1666975
2011-06-04,402,2354183
2011-06-05,426,1902679
2011-06-06,243,3556816
2011-06-07,220,908023
2011-06-08,298,1809121
2011-06-09,266,1194713
2011-06-10,274,1268352
2011-06-11,301,935517
2011-06-12,279,1586539
2011-06-13,311,1155339
2011-06-14,291,1050777
2011-06-15,328,1676354
2011-06-16,263,1059440
2011-06-17,204,906631
2011-06-18,296,1066509
2011-06-19,310,1672479
2011-06-20,274,1070076
2011-06-21,288,2127421
2011-06-22,204,1181876
2011-06-23,248,883755
2011-06-24,240,1170262
2011-06-25,284,2300155
2011-06-26,314,1604505
2011-06-27,297,1375732
2011-06-28,323,1777726
2011-06-29,305,1305736
2011-06-30,386,2222880
2011-07-01,341,1274624
2011-07-02,343,1767428
2011-07-03,351,1509253
2011-07-04,503,2484968
2011-07-05,400,1549392
2011-07-06,257,1213157
2011-07-07,288,1499441
2011-07-08,362,2375035
2011-07-09,339,1657852
2011-07-10,365,1860935
2011-07-11,391,1983178
2011-07-12,524,1568482
2011-07-13,332,1145276
2011-07-14,362,2747766
2011-07-15,309,2267446
2011-07-16,317,1605914
2011-07-17,331,2247168
2011-07-18,268,1535533
2011-07-19,325,1454512
2011-07-20,315,1497353
2011-07-21,378,1765074
2011-07-22,278,1510399
2011-07-23,369,1500543
2011-07-24,314,1777206
2011-07-25,295,2097179
2011-07-26,424,1551994
2011-07-27,364,2610990
2011-07-28,654,2734755
2011-07-29,569,3150587
2011-07-30,486,2202310
2011-07-31,531,2093743
2011-08-01,453,2315556
2011-08-02,408,1625184
2011-08-03,437,2191269
2011-08-04,334,2338288
2011-08-05,425,2177043
2011-08-06,410,2173503
2011-08-07,599,1920548
2011-08-08,390,2072555
2011-08-09,444,1672454
2011-08-10,340,1539912
2011-08-11,395,2351163
2011-08-12,296,1727001
2011-08-13,300,1788432
2011-08-14,357,1537824
2011-08-15,341,1334614
2011-08-16,433,2084411
2011-08-17,505,1640018
2011-08-18,490,1992248
2011-08-19,390,2103225
2011-08-20,349,2226222
2011-08-21,338,1566263
2011-08-22,396,2141279
2011-08-23,379,1882448
2011-08-24,321,1450667
2011-08-25,275,956035
2011-08-26,321,1285603
2011-08-27,278,988464
2011-08-28,574,3465543
2011-08-29,401,2573065
2011-08-30,442,1638153
2011-08-31,344,1373321
2011-09-01,332,1532104
2011-09-02,304,1416959
2011-09-03,274,1267331
2011-09-04,289,1333174
2011-09-05,349,2253031
2011-09-06,353,1505204
2011-09-07,237,1540307
2011-09-08,320,1993441
2011-09-09,372,1679901
2011-09-10,296,1999195
2011-09-11,347,2852904
2011-09-12,322,2816922
2011-09-13,289,1615920
2011-09-14,269,1358210
2011-09-15,238,1011679
2011-09-16,223,927948
2011-09-17,268,1323910
2011-09-18,227,1694839
2011-09-19,274,1577570
2011-09-20,246,1661776
2011-09-21,245,1507405
2011-09-22,265,1674274
2011-09-23,257,1272047
2011-09-24,280,1203196
2011-09-25,277,1443704
2011-09-26,338,1679636
2011-09-27,283,1338453
2011-09-28,311,1232456
2011-09-29,263,1051160
2011-09-30,416,2193564
2011-10-01,320,2185043
2011-10-02,229,1338465
2011-10-03,314,1860492
2011-10-04,305,1869058
2011-10-05,268,963212
2011-10-06,310,1495342
2011-10-07,208,1481856
2011-10-08,250,1258401
2011-10-09,343,1866843
2011-10-10,355,1746484
2011-10-11,334,1709060
2011-10-12,314,1255050
2011-10-13,239,1178517
2011-10-14,312,1179887
2011-10-15,345,1654348
2011-10-16,413,2395394
2011-10-17,259,1786996
2011-10-18,326,2058324
2011-10-19,322,1934563
2011-10-20,262,1641685
2011-10-21,281,1442786
2011-10-22,247,1439861
2011-10-23,342,2261354
2011-10-24,315,1426059
2011-10-25,259,1780111
2011-10-26,236,1225639
2011-10-27,274,1313466
2011-10-28,296,1332419
2011-10-29,285,1098142
2011-10-30,329,1810379
2011-10-31,309,1695635
2011-11-01,341,1669323
2011-11-02,303,1204119
2011-11-03,277,1802256
2011-11-04,366,1695782
2011-11-05,275,1160203
2011-11-06,403,1741521
2011-11-07,441,2043620
